TradeName,ScientificName,Matched_Kaggle_Name,Match_Score,Chemical Class,Therapeutic Class,sideEffect,substitute,use,Scientific_clean,Matched_clean,fuzzy_token,Confidence
SANDOSTATIN 0.05MG-ML AMP,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
SANDOSTATIN 0.1MG-ML AMP,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
SANDOSTATIN 0.2MG-ML 5ML AMP,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
SANDOSTATIN LAR 20MG VIAL,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
SANDOSTATIN LAR 30MG VIAL,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
Syngro,OCTREOTIDE ACETATE,octotide 0.05mg injection,0.6827524900436401,Somatostatin Analogues,HORMONES,Diarrhea ; Abdominal pain ; Nausea ; Constipation ; Flatulence ; Headache ; Increased glucose level in blood ; Injection site reaction,Octate 0.05mg Injection ; Otide 0.05mg Injection ; Ferotide 0.05mg Injection ; Actide 0.05mg Injection ; Varitide 0.05mg Injection,Acromegaly ; Carcinoid tumours ; Bleeding esophageal varices,octreotide acetate,octotide 0.05mg injection,51.162790697674424,Medium
DINOBAX 10 mg Tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
DINOBAX 5 mg Tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
LAPRIX 10MG COATED TABLET,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
LAPRIX 5MG COATED TABLET,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLANA 10 mg orodispersible tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLANA 5 mg orodispersible tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLAZINE 10MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLAZINE 15MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLAZINE 2.5MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLAZINE 20MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLAZINE 5MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLENZA 10 mg orally disintegrating tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLENZA 15 mg orally disintegrating tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OLENZA 5 mg orally disintegrating tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OZAPIN,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OZAPIN 10 mg orally disintegrating tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
OZAPIN 5 mg orally disintegrating tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PRANZA 10 mg film-coated tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PRANZA 5 mg film-coated tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PRANZA ODT 10 mg,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PRANZA ODT 5 mg,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PREXAL 10MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
PREXAL 5MG FILM COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZOLAN 10 MG FILM-COATED  TABLET,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZOLAN 5 MG FILM-COATED  TABLET,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYLANZA 10 mg Orodispersible Tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYLANZA 5 mg Orodispersible Tablet,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPADHERA 210MG POWDER FOR SOLUTION FOR I.M. INJECTION,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPADHERA 300MG POWDER FOR SOLUTION FOR I.M. INJECTION,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPADHERA 405MG POWDER FOR SOLUTION FOR I.M. INJECTION,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPREXA 10MG F.C.TAB,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPREXA 10MG Powder for injection,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
ZYPREXA 5MG COATED TABLETS,OLANZAPINE,olanzapik 5mg tablet,1.6994980573654177,Thienobenzodiazepine Derivative,NEURO CNS,Dizziness ; Sleepiness ; Orthostatic hypotension (sudden lowering of blood pressure on standing) ; Dryness in mouth ; Weight gain ; Increased prolactin level in blood ; Constipation ; Muscle stiffness ; Restlessness ; Tremors,Olease 5mg Tablet ; Movapin 5mg Tablet ; Olapil 5mg Tablet ; Obvious 5mg Tablet ; Lano 5mg Tablet,Treatment of Schizophrenia ; Treatment of Mania,olanzapine,olanzapik 5mg tablet,60.0,Medium
CALENDA 10 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
CALENDA 20 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
CALENDA 40 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
NORMATEC 20 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
NORMATEC 40 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
OLMEPRESS 20 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
OLMEPRESS 40 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
OLMETEC 20MG F.C. TABLETS,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
